filename,num_sections,section_names,sections_json,error
001_Sophisticated_Savage.mp3,10,Chorus(A) 0.0-4.3s | Chorus(A) 4.3-4.8s | Chorus(A) 4.8-13.0s | Bridge(B) 13.0-13.8s | Bridge(C) 13.8-14.9s | Bridge(D) 14.9-20.8s | Bridge(E) 20.8-21.2s | Chorus(A) 21.2-23.6s | Bridge(F) 23.6-26.6s | Outro(G) 26.6-29.9s,"[{""start"": 0.0, ""end"": 4.27, ""duration"": 4.27, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 4.27, ""end"": 4.83, ""duration"": 0.56, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 4.83, ""end"": 13.0, ""duration"": 8.17, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 13.0, ""end"": 13.75, ""duration"": 0.74, ""letter"": ""B"", ""name"": ""Bridge""}, {""start"": 13.75, ""end"": 14.86, ""duration"": 1.11, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 14.86, ""end"": 20.81, ""duration"": 5.94, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 20.81, ""end"": 21.18, ""duration"": 0.37, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 21.18, ""end"": 23.59, ""duration"": 2.41, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 23.59, ""end"": 26.56, ""duration"": 2.97, ""letter"": ""F"", ""name"": ""Bridge""}, {""start"": 26.56, ""end"": 29.91, ""duration"": 3.34, ""letter"": ""G"", ""name"": ""Outro""}]",
001_kioto-pro-cinematic-music.mp3,10,Chorus(A) 0.0-2.4s | Chorus(A) 2.4-6.1s | Verse(B) 6.1-11.2s | Verse(B) 11.2-14.3s | Bridge(C) 14.3-14.9s | Chorus(A) 14.9-17.8s | Chorus(A) 17.8-21.7s | Verse(B) 21.7-26.8s | Verse(B) 26.8-29.2s | Outro(D) 29.2-29.9s,"[{""start"": 0.0, ""end"": 2.41, ""duration"": 2.41, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 2.41, ""end"": 6.13, ""duration"": 3.72, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 6.13, ""end"": 11.15, ""duration"": 5.02, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 11.15, ""end"": 14.3, ""duration"": 3.16, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 14.3, ""end"": 14.86, ""duration"": 0.56, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 14.86, ""end"": 17.83, ""duration"": 2.97, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 17.83, ""end"": 21.73, ""duration"": 3.9, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 21.73, ""end"": 26.75, ""duration"": 5.02, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 26.75, ""end"": 29.16, ""duration"": 2.41, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 29.16, ""end"": 29.91, ""duration"": 0.74, ""letter"": ""D"", ""name"": ""Outro""}]",
002_Song_X.mp3,10,Chorus(A) 0.0-2.2s | Chorus(A) 2.2-8.2s | Chorus(A) 8.2-12.1s | Bridge(B) 12.1-12.8s | Verse(C) 12.8-15.6s | Chorus(A) 15.6-19.5s | Bridge(D) 19.5-19.9s | Verse(C) 19.9-22.5s | Bridge(E) 22.5-23.2s | Verse(C) 23.2-29.9s,"[{""start"": 0.0, ""end"": 2.23, ""duration"": 2.23, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 2.23, ""end"": 8.17, ""duration"": 5.94, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 8.17, ""end"": 12.07, ""duration"": 3.9, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 12.07, ""end"": 12.82, ""duration"": 0.74, ""letter"": ""B"", ""name"": ""Bridge""}, {""start"": 12.82, ""end"": 15.6, ""duration"": 2.79, ""letter"": ""C"", ""name"": ""Verse""}, {""start"": 15.6, ""end"": 19.5, ""duration"": 3.9, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 19.5, ""end"": 19.88, ""duration"": 0.37, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 19.88, ""end"": 22.48, ""duration"": 2.6, ""letter"": ""C"", ""name"": ""Verse""}, {""start"": 22.48, ""end"": 23.22, ""duration"": 0.74, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 23.22, ""end"": 29.91, ""duration"": 6.69, ""letter"": ""C"", ""name"": ""Verse""}]",
003_My_Heart_Beats_Like_A_Hammer.mp3,10,Intro(A) 0.0-0.2s | Verse(B) 0.2-0.6s | Verse(C) 0.6-1.7s | Verse(C) 1.7-2.6s | Verse(D) 2.6-3.9s | Chorus(E) 3.9-7.1s | Chorus(E) 7.1-10.8s | Verse(D) 10.8-16.4s | Bridge(F) 16.4-16.7s | Chorus(E) 16.7-29.9s,"[{""start"": 0.0, ""end"": 0.19, ""duration"": 0.19, ""letter"": ""A"", ""name"": ""Intro""}, {""start"": 0.19, ""end"": 0.56, ""duration"": 0.37, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 0.56, ""end"": 1.67, ""duration"": 1.11, ""letter"": ""C"", ""name"": ""Verse""}, {""start"": 1.67, ""end"": 2.6, ""duration"": 0.93, ""letter"": ""C"", ""name"": ""Verse""}, {""start"": 2.6, ""end"": 3.9, ""duration"": 1.3, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 3.9, ""end"": 7.06, ""duration"": 3.16, ""letter"": ""E"", ""name"": ""Chorus""}, {""start"": 7.06, ""end"": 10.77, ""duration"": 3.72, ""letter"": ""E"", ""name"": ""Chorus""}, {""start"": 10.77, ""end"": 16.35, ""duration"": 5.57, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 16.35, ""end"": 16.72, ""duration"": 0.37, ""letter"": ""F"", ""name"": ""Bridge""}, {""start"": 16.72, ""end"": 29.91, ""duration"": 13.19, ""letter"": ""E"", ""name"": ""Chorus""}]",
003_going-the-way-of-the-wrangler.mp3,10,Chorus(A) 0.0-1.3s | Verse(B) 1.3-2.0s | Chorus(A) 2.0-9.8s | Chorus(A) 9.8-10.8s | Verse(C) 10.8-15.4s | Chorus(A) 15.4-18.8s | Bridge(D) 18.8-19.5s | Bridge(E) 19.5-22.1s | Verse(C) 22.1-26.9s | Verse(C) 26.9-29.9s,"[{""start"": 0.0, ""end"": 1.3, ""duration"": 1.3, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 1.3, ""end"": 2.04, ""duration"": 0.74, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 2.04, ""end"": 9.85, ""duration"": 7.8, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 9.85, ""end"": 10.77, ""duration"": 0.93, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 10.77, ""end"": 15.42, ""duration"": 4.64, ""letter"": ""C"", ""name"": ""Verse""}, {""start"": 15.42, ""end"": 18.76, ""duration"": 3.34, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 18.76, ""end"": 19.5, ""duration"": 0.74, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 19.5, ""end"": 22.11, ""duration"": 2.6, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 22.11, ""end"": 26.94, ""duration"": 4.83, ""letter"": ""C"", ""name"": ""Verse""}, {""start"": 26.94, ""end"": 29.91, ""duration"": 2.97, ""letter"": ""C"", ""name"": ""Verse""}]",
004_Finally_Here.mp3,10,Intro(A) 0.0-0.6s | Verse(B) 0.6-0.7s | Chorus(C) 0.7-3.9s | Chorus(C) 3.9-9.1s | Bridge(D) 9.1-10.2s | Chorus(C) 10.2-13.6s | Chorus(C) 13.6-16.5s | Bridge(E) 16.5-19.5s | Chorus(C) 19.5-27.9s | Outro(F) 27.9-29.9s,"[{""start"": 0.0, ""end"": 0.56, ""duration"": 0.56, ""letter"": ""A"", ""name"": ""Intro""}, {""start"": 0.56, ""end"": 0.74, ""duration"": 0.19, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 0.74, ""end"": 3.9, ""duration"": 3.16, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 3.9, ""end"": 9.1, ""duration"": 5.2, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 9.1, ""end"": 10.22, ""duration"": 1.11, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 10.22, ""end"": 13.56, ""duration"": 3.34, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 13.56, ""end"": 16.53, ""duration"": 2.97, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 16.53, ""end"": 19.5, ""duration"": 2.97, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 19.5, ""end"": 27.86, ""duration"": 8.36, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 27.86, ""end"": 29.91, ""duration"": 2.04, ""letter"": ""F"", ""name"": ""Outro""}]",
004_jody-please-stop.mp3,10,Chorus(A) 0.0-1.7s | Verse(B) 1.7-2.2s | Verse(C) 2.2-3.7s | Verse(D) 3.7-4.6s | Verse(E) 4.6-10.2s | Bridge(F) 10.2-10.6s | Bridge(G) 10.6-12.8s | Bridge(H) 12.8-14.1s | Verse(E) 14.1-17.6s | Chorus(A) 17.6-29.9s,"[{""start"": 0.0, ""end"": 1.67, ""duration"": 1.67, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 1.67, ""end"": 2.23, ""duration"": 0.56, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 2.23, ""end"": 3.72, ""duration"": 1.49, ""letter"": ""C"", ""name"": ""Verse""}, {""start"": 3.72, ""end"": 4.64, ""duration"": 0.93, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 4.64, ""end"": 10.22, ""duration"": 5.57, ""letter"": ""E"", ""name"": ""Verse""}, {""start"": 10.22, ""end"": 10.59, ""duration"": 0.37, ""letter"": ""F"", ""name"": ""Bridge""}, {""start"": 10.59, ""end"": 12.82, ""duration"": 2.23, ""letter"": ""G"", ""name"": ""Bridge""}, {""start"": 12.82, ""end"": 14.12, ""duration"": 1.3, ""letter"": ""H"", ""name"": ""Bridge""}, {""start"": 14.12, ""end"": 17.65, ""duration"": 3.53, ""letter"": ""E"", ""name"": ""Verse""}, {""start"": 17.65, ""end"": 29.91, ""duration"": 12.26, ""letter"": ""A"", ""name"": ""Chorus""}]",
005_Aint_No_Use.mp3,10,Intro(A) 0.0-0.6s | Chorus(B) 0.6-7.1s | Chorus(B) 7.1-12.1s | Chorus(B) 12.1-13.0s | Chorus(B) 13.0-17.5s | Bridge(C) 17.5-18.4s | Bridge(D) 18.4-19.7s | Bridge(E) 19.7-21.2s | Bridge(F) 21.2-23.6s | Chorus(B) 23.6-29.9s,"[{""start"": 0.0, ""end"": 0.56, ""duration"": 0.56, ""letter"": ""A"", ""name"": ""Intro""}, {""start"": 0.56, ""end"": 7.06, ""duration"": 6.5, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 7.06, ""end"": 12.07, ""duration"": 5.02, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 12.07, ""end"": 13.0, ""duration"": 0.93, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 13.0, ""end"": 17.46, ""duration"": 4.46, ""letter"": ""B"", ""name"": ""Chorus""}, {""start"": 17.46, ""end"": 18.39, ""duration"": 0.93, ""letter"": ""C"", ""name"": ""Bridge""}, {""start"": 18.39, ""end"": 19.69, ""duration"": 1.3, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 19.69, ""end"": 21.18, ""duration"": 1.49, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 21.18, ""end"": 23.59, ""duration"": 2.41, ""letter"": ""F"", ""name"": ""Bridge""}, {""start"": 23.59, ""end"": 29.91, ""duration"": 6.32, ""letter"": ""B"", ""name"": ""Chorus""}]",
005_show-your-hand.mp3,10,Intro(A) 0.0-4.1s | Verse(B) 4.1-12.6s | Chorus(C) 12.6-16.7s | Chorus(C) 16.7-17.1s | Bridge(D) 17.1-17.6s | Bridge(E) 17.6-18.0s | Chorus(C) 18.0-19.7s | Chorus(C) 19.7-23.0s | Bridge(F) 23.0-24.0s | Chorus(C) 24.0-29.9s,"[{""start"": 0.0, ""end"": 4.09, ""duration"": 4.09, ""letter"": ""A"", ""name"": ""Intro""}, {""start"": 4.09, ""end"": 12.63, ""duration"": 8.54, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 12.63, ""end"": 16.72, ""duration"": 4.09, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 16.72, ""end"": 17.09, ""duration"": 0.37, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 17.09, ""end"": 17.65, ""duration"": 0.56, ""letter"": ""D"", ""name"": ""Bridge""}, {""start"": 17.65, ""end"": 18.02, ""duration"": 0.37, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 18.02, ""end"": 19.69, ""duration"": 1.67, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 19.69, ""end"": 23.03, ""duration"": 3.34, ""letter"": ""C"", ""name"": ""Chorus""}, {""start"": 23.03, ""end"": 23.96, ""duration"": 0.93, ""letter"": ""F"", ""name"": ""Bridge""}, {""start"": 23.96, ""end"": 29.91, ""duration"": 5.94, ""letter"": ""C"", ""name"": ""Chorus""}]",
006_Chant_Of_The_Moon.mp3,10,Chorus(A) 0.0-4.1s | Verse(B) 4.1-5.6s | Verse(C) 5.6-5.8s | Verse(D) 5.8-10.4s | Bridge(E) 10.4-13.0s | Bridge(F) 13.0-13.9s | Bridge(G) 13.9-19.9s | Bridge(H) 19.9-21.2s | Bridge(I) 21.2-22.3s | Bridge(J) 22.3-29.9s,"[{""start"": 0.0, ""end"": 4.09, ""duration"": 4.09, ""letter"": ""A"", ""name"": ""Chorus""}, {""start"": 4.09, ""end"": 5.57, ""duration"": 1.49, ""letter"": ""B"", ""name"": ""Verse""}, {""start"": 5.57, ""end"": 5.76, ""duration"": 0.19, ""letter"": ""C"", ""name"": ""Verse""}, {""start"": 5.76, ""end"": 10.4, ""duration"": 4.64, ""letter"": ""D"", ""name"": ""Verse""}, {""start"": 10.4, ""end"": 13.0, ""duration"": 2.6, ""letter"": ""E"", ""name"": ""Bridge""}, {""start"": 13.0, ""end"": 13.93, ""duration"": 0.93, ""letter"": ""F"", ""name"": ""Bridge""}, {""start"": 13.93, ""end"": 19.88, ""duration"": 5.94, ""letter"": ""G"", ""name"": ""Bridge""}, {""start"": 19.88, ""end"": 21.18, ""duration"": 1.3, ""letter"": ""H"", ""name"": ""Bridge""}, {""start"": 21.18, ""end"": 22.29, ""duration"": 1.11, ""letter"": ""I"", ""name"": ""Bridge""}, {""start"": 22.29, ""end"": 29.91, ""duration"": 7.62, ""letter"": ""J"", ""name"": ""Bridge""}]",
