job_uid,genre,subgenre,prompt,tags,mv,status,ttapi_job_id,music_id_1,music_id_2,audio_url_1,audio_url_2,audio_path_1,audio_path_2,pair_group,submitted_at,completed_at,error
33d3c63f-b438-4d0a-83ab-c3c454879b9c,electronic,techno,"techno electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, synth, bass",chirp-v5,done,4bb1589a-2826-4d1e-ae0f-9ccd94dc3517,e2797630-eda7-4c83-bb09-8f0f95d32a96,3878509e-2c62-48e6-9711-e88970aba9e2,https://cdn.ttapi.io/suno/20260526/b68283b30af34689ad182a9abf9e8256.mp3,https://cdn.ttapi.io/suno/20260526/d46953b3da8a4187bce11d2503122895.mp3,audio/electronic/33d3c63f-b438-4d0a-83ab-c3c454879b9c_1.mp3,audio/electronic/33d3c63f-b438-4d0a-83ab-c3c454879b9c_2.mp3,electronic,2026-05-26T19:13:02.871581+00:00,2026-05-26T19:14:59.163971+00:00,
176ea8df-6573-48bd-8365-5d09e4a2084e,electronic,house,"house electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, techno, dance",chirp-v5,done,bba06379-1ff9-4c6a-b738-e928b32e4059,2da3402f-07b5-4cf1-aeb5-0badc2af509c,0aa0cb8e-72f2-4507-be6f-e426780fe632,https://cdn.ttapi.io/suno/20260526/036e574ad2c94c5298a0d7c14efb37c2.mp3,https://cdn.ttapi.io/suno/20260526/665a020267744937a759a7177b48ac12.mp3,audio/electronic/176ea8df-6573-48bd-8365-5d09e4a2084e_1.mp3,audio/electronic/176ea8df-6573-48bd-8365-5d09e4a2084e_2.mp3,electronic,2026-05-26T19:13:04.131932+00:00,2026-05-26T19:14:39.192586+00:00,
743d25a8-c820-44a8-9ea8-12496e582b32,electronic,ambient,"ambient electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, ambient, atmospheric",chirp-v5,done,44c791c2-3667-4348-8e10-f635e06a5ad7,08878190-a3ab-424b-8210-c14387d73680,2985254d-160e-47c2-b27e-a6ca6f216922,https://cdn.ttapi.io/suno/20260526/b2115cc46e7f4416b1a44973603fc729.mp3,https://cdn.ttapi.io/suno/20260526/fae01d014f1c4777915b0fb6a4ae652a.mp3,audio/electronic/743d25a8-c820-44a8-9ea8-12496e582b32_1.mp3,audio/electronic/743d25a8-c820-44a8-9ea8-12496e582b32_2.mp3,electronic,2026-05-26T19:13:05.428719+00:00,2026-05-26T19:14:39.465480+00:00,
f010e6a7-1f3a-42e7-a53d-89d9ec9e3728,electronic,drum and bass,"drum and bass electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, synthwave, retro",chirp-v5,done,2bb06fea-d560-4383-9831-b9541829e245,2d846af9-43c6-457f-b2fc-15d46a51605b,982941cb-053f-4780-97aa-3ba429d8596e,https://cdn.ttapi.io/suno/20260526/4b5f300cbb364c7e80a8c9cdd7df51d2.mp3,https://cdn.ttapi.io/suno/20260526/072dbc7045774138a4d26f25dd37596e.mp3,audio/electronic/f010e6a7-1f3a-42e7-a53d-89d9ec9e3728_1.mp3,audio/electronic/f010e6a7-1f3a-42e7-a53d-89d9ec9e3728_2.mp3,electronic,2026-05-26T19:13:06.722398+00:00,2026-05-26T19:14:34.125897+00:00,
238e3948-593c-49a0-b864-f42eb39a3e44,electronic,dubstep,"dubstep electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, drum and bass, breakbeat",chirp-v5,done,c85f3e98-c105-42f0-ba60-f5a94e4f2cd7,92d19559-fd27-471b-a659-9c138461d4b3,ba255bb8-44a6-4d1b-988b-ebea3e6882a5,https://cdn.ttapi.io/suno/20260526/15448b366f98471b9bbf5effca118847.mp3,https://cdn.ttapi.io/suno/20260526/c11e03f1c9fd47b3b85d85eb143c2709.mp3,audio/electronic/238e3948-593c-49a0-b864-f42eb39a3e44_1.mp3,audio/electronic/238e3948-593c-49a0-b864-f42eb39a3e44_2.mp3,electronic,2026-05-26T19:13:08.071846+00:00,2026-05-26T19:14:39.620526+00:00,
41f372a1-72a6-4fa6-87eb-06361f094764,electronic,trance,"trance electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, synth, bass",chirp-v5,done,001300e3-006d-49d9-808f-a74183de6b4d,f09bb951-f450-4489-b7b8-857709ce2f9e,6fc07b7a-5b8e-4087-9028-a993a2d0e4aa,https://cdn.ttapi.io/suno/20260526/fb4ecd67637c4934aa6988cbb04c52dd.mp3,https://cdn.ttapi.io/suno/20260526/15542ff536ab42608b5ed05e51cdf7c0.mp3,audio/electronic/41f372a1-72a6-4fa6-87eb-06361f094764_1.mp3,audio/electronic/41f372a1-72a6-4fa6-87eb-06361f094764_2.mp3,electronic,2026-05-26T19:13:09.391237+00:00,2026-05-26T19:14:39.781976+00:00,
0dec2251-ca32-4a6f-a339-002f6f6729b4,electronic,IDM,"IDM electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, techno, dance",chirp-v5,done,2b62060a-4b8d-4250-a83e-3761407ea3e0,ad170e47-c59d-4189-b533-3e0558a75815,eaedb0d4-0709-4140-8446-4f687af6df86,https://cdn.ttapi.io/suno/20260526/0a87f7fdd22c440297d46ac7e41efe0a.mp3,https://cdn.ttapi.io/suno/20260526/18cceba00cfe49499da4e202391dda84.mp3,audio/electronic/0dec2251-ca32-4a6f-a339-002f6f6729b4_1.mp3,audio/electronic/0dec2251-ca32-4a6f-a339-002f6f6729b4_2.mp3,electronic,2026-05-26T19:13:10.677120+00:00,2026-05-26T19:14:39.928838+00:00,
811d84e0-9245-4950-9cee-7a77433f243c,electronic,synthwave,"synthwave electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, ambient, atmospheric",chirp-v5,done,a1145d30-4c49-4d53-8161-b1a136aec1f4,fdb01764-d6c4-41c7-b8cb-3899e289b14e,55b0c157-c923-4dc5-a177-c60316cd2c32,https://cdn.ttapi.io/suno/20260526/9a49cf4d1f7d443b8fd56341ae348fe3.mp3,https://cdn.ttapi.io/suno/20260526/6757f87a12514a1f85ba1fb8d4fd16e1.mp3,audio/electronic/811d84e0-9245-4950-9cee-7a77433f243c_1.mp3,audio/electronic/811d84e0-9245-4950-9cee-7a77433f243c_2.mp3,electronic,2026-05-26T19:13:11.959815+00:00,2026-05-26T19:14:40.067438+00:00,
3a3de470-7422-410d-bfc1-74f5fefe160f,electronic,electro,"electro electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, synthwave, retro",chirp-v5,done,c043b916-d864-4a4a-950b-94009df56d59,1b5410cc-2835-477c-bd33-07de0c972f8e,0a20aaf4-62c6-424e-b44d-ed701198237b,https://cdn.ttapi.io/suno/20260526/417f0f62c3ae4d5781a096ce859cddcb.mp3,https://cdn.ttapi.io/suno/20260526/d3b28ea0541746298e793f8fa44532d3.mp3,audio/electronic/3a3de470-7422-410d-bfc1-74f5fefe160f_1.mp3,audio/electronic/3a3de470-7422-410d-bfc1-74f5fefe160f_2.mp3,electronic,2026-05-26T19:13:13.310497+00:00,2026-05-26T19:14:59.385820+00:00,
08334b13-70d2-46e4-b988-06b1ef2a6cb6,electronic,minimal techno,"minimal techno electronic, hypnotic atmosphere, featuring four-on-the-floor kick over a modular synthesizer bassline","electronic, drum and bass, breakbeat",chirp-v5,done,f4a0333e-ea8c-4928-b2c3-af5ab94c7e53,bd9cc2d9-6aa9-4539-9613-3b4d490fdb6f,f9034918-9e70-4cc1-ac6b-89844cc73b38,https://cdn.ttapi.io/suno/20260526/46e108a0559145fc95cc188989c71016.mp3,https://cdn.ttapi.io/suno/20260526/d79693fb358d4c37ba1cb352ee1ef856.mp3,audio/electronic/08334b13-70d2-46e4-b988-06b1ef2a6cb6_1.mp3,audio/electronic/08334b13-70d2-46e4-b988-06b1ef2a6cb6_2.mp3,electronic,2026-05-26T19:13:14.665189+00:00,2026-05-26T19:14:54.222442+00:00,
